# BUSCO version is: 5.5.0 
# The lineage dataset is: enterobacterales_odb10 (Creation date: 2024-01-08, number of genomes: 212, number of BUSCOs: 440)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
52719at91347	Complete	4956	44546	45820	+	576.3	333	https://v10-1.orthodb.org/?query=52719at91347	Probable peptidoglycan glycosyltransferase FtsW
52925at91347	Complete	4907	41756	42538	+	291.4	203	https://v10-1.orthodb.org/?query=52925at91347	Phosphatidate cytidylyltransferase
52934at91347	Complete	4977	1335	2297	+	421.1	279	https://v10-1.orthodb.org/?query=52934at91347	Biotin--acetyl-CoA-carboxylase ligase
53222at91347	Complete	4369	27681	28559	+	451.1	252	https://v10-1.orthodb.org/?query=53222at91347	4-hydroxy-tetrahydrodipicolinate synthase
53308at91347	Complete	5056	29895	30632	-	367.9	208	https://v10-1.orthodb.org/?query=53308at91347	Orotidine 5'-phosphate decarboxylase
53337at91347	Complete	4907	48564	49352	+	445.3	225	https://v10-1.orthodb.org/?query=53337at91347	Acyl-
54184at91347	Complete	4879	53320	54282	-	472.8	264	https://v10-1.orthodb.org/?query=54184at91347	Phosphatidylserine decarboxylase
54310at91347	Complete	4977	310	1338	+	445.9	293	https://v10-1.orthodb.org/?query=54310at91347	UDP-N-acetylenolpyruvoylglucosamine reductase
54393at91347	Complete	5082	43625	44491	+	418.6	244	https://v10-1.orthodb.org/?query=54393at91347	Tetrahydrofolate dehydrogenase/cyclohydrolase
54756at91347	Complete	5052	6140	6838	+	361.8	184	https://v10-1.orthodb.org/?query=54756at91347	K Homology domain
55352at91347	Complete	4975	9087	9767	-	368.5	201	https://v10-1.orthodb.org/?query=55352at91347	Ribonuclease III
55368at91347	Complete	5063	62135	63064	+	449.4	260	https://v10-1.orthodb.org/?query=55368at91347	Homoserine kinase
56003at91347	Complete	5028	16671	17798	+	513.6	320	https://v10-1.orthodb.org/?query=56003at91347	Succinyl-diaminopimelate desuccinylase
56018at91347	Complete	4984	19226	19963	-	343.2	206	https://v10-1.orthodb.org/?query=56018at91347	1-acyl-sn-glycerol-3-phosphate acyltransferase
56094at91347	Complete	4907	37808	38533	+	337.8	199	https://v10-1.orthodb.org/?query=56094at91347	Uridylate kinase
56156at91347	Complete	4907	25467	26165	-	298.3	198	https://v10-1.orthodb.org/?query=56156at91347	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
56250at91347	Complete	5052	20879	21826	-	398.9	269	https://v10-1.orthodb.org/?query=56250at91347	Methionyl-tRNA formyltransferase
56253at91347	Complete	5048	20991	21878	-	486.4	266	https://v10-1.orthodb.org/?query=56253at91347	Methylenetetrahydrofolate reductase
56258at91347	Complete	5063	98916	99737	-	345.3	226	https://v10-1.orthodb.org/?query=56258at91347	16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))- dimethyltransferase
56387at91347	Complete	4956	36237	37178	+	418.4	264	https://v10-1.orthodb.org/?query=56387at91347	S-adenosyl-L-methionine-dependent methyltransferase
56477at91347	Complete	4907	35961	36686	+	443.1	207	https://v10-1.orthodb.org/?query=56477at91347	Ribosomal protein S2
56763at91347	Complete	4965	61252	62064	-	402.6	227	https://v10-1.orthodb.org/?query=56763at91347	tRNA pseudouridine synthase A
56764at91347	Complete	5023	19647	20627	+	457.8	263	https://v10-1.orthodb.org/?query=56764at91347	Pseudouridine synthase
56819at91347	Complete	4975	6693	7424	-	381.2	218	https://v10-1.orthodb.org/?query=56819at91347	Pyridoxine 5'-phosphate synthase
56917at91347	Complete	4879	64202	65152	+	469.5	262	https://v10-1.orthodb.org/?query=56917at91347	tRNA dimethylallyltransferase
57147at91347	Complete	4559	13218	14444	+	588.5	379	https://v10-1.orthodb.org/?query=57147at91347	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex
57151at91347	Complete	5031	15843	16847	-	288.0	236	https://v10-1.orthodb.org/?query=57151at91347	DNA polymerase III subunit delta
57831at91347	Complete	5021	52732	53373	-	266.4	166	https://v10-1.orthodb.org/?query=57831at91347	Orotate phosphoribosyltransferase
58196at91347	Complete	4242	1501	2178	+	365.2	204	https://v10-1.orthodb.org/?query=58196at91347	Ribulose-phosphate 3-epimerase
58439at91347	Complete	4901	88390	89019	+	279.3	175	https://v10-1.orthodb.org/?query=58439at91347	Ribosomal RNA large subunit methyltransferase E
58494at91347	Complete	5021	73665	74546	+	367.4	256	https://v10-1.orthodb.org/?query=58494at91347	ferredoxin--NADP(+) reductase
58562at91347	Complete	5063	89461	90609	+	581.2	327	https://v10-1.orthodb.org/?query=58562at91347	carbamoyl-phosphate synthase small subunit
58706at91347	Complete	4956	40793	42151	+	543.1	362	https://v10-1.orthodb.org/?query=58706at91347	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
58708at91347	Complete	5054	12065	13060	+	502.7	279	https://v10-1.orthodb.org/?query=58708at91347	Pyridine nucleotide-disulphide oxidoreductase, class-II
59634at91347	Complete	4980	19107	19826	-	309.0	200	https://v10-1.orthodb.org/?query=59634at91347	tRNA (guanine-N(7)-)-methyltransferase
59851at91347	Complete	5036	41197	41844	+	376.8	192	https://v10-1.orthodb.org/?query=59851at91347	Ribonuclease T
60543at91347	Complete	5023	1481	2359	-	412.1	246	https://v10-1.orthodb.org/?query=60543at91347	NAD kinase
60900at91347	Complete	4907	31268	32092	-	395.3	210	https://v10-1.orthodb.org/?query=60900at91347	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase
60967at91347	Complete	5085	59600	60175	-	240.6	165	https://v10-1.orthodb.org/?query=60967at91347	Fe/S biogenesis protein NfuA
61400at91347	Complete	5036	51486	52121	-	298.3	180	https://v10-1.orthodb.org/?query=61400at91347	Lumazine-binding domain
61409at91347	Complete	5084	41831	42571	-	268.4	200	https://v10-1.orthodb.org/?query=61409at91347	Uroporphyrinogen-III synthase
61434at91347	Complete	5079	86841	87587	-	345.7	207	https://v10-1.orthodb.org/?query=61434at91347	3-deoxy-manno-octulosonate cytidylyltransferase
61690at91347	Complete	5084	47259	48083	+	341.7	220	https://v10-1.orthodb.org/?query=61690at91347	Diaminopimelate epimerase
62284at91347	Complete	4921	6159	6770	-	244.4	160	https://v10-1.orthodb.org/?query=62284at91347	Cytochrome o ubiquinol oxidase subunit III
62379at91347	Complete	5038	19090	19866	+	430.9	234	https://v10-1.orthodb.org/?query=62379at91347	Imidazole glycerol phosphate synthase subunit HisF
62466at91347	Complete	4937	927	1739	+	382.1	238	https://v10-1.orthodb.org/?query=62466at91347	Protein SirB1, N-terminal
62648at91347	Complete	4965	32118	32792	-	374.0	169	https://v10-1.orthodb.org/?query=62648at91347	NADH-quinone oxidoreductase subunit B
62655at91347	Complete	4912	3426	4517	-	453.7	280	https://v10-1.orthodb.org/?query=62655at91347	Ribosome-binding ATPase YchF
63025at91347	Fragmented	5063	27630	28427	-	205.4	152	https://v10-1.orthodb.org/?query=63025at91347	Methyltransferase small domain
63042at91347	Complete	4959	9097	9849	-	387.1	220	https://v10-1.orthodb.org/?query=63042at91347	Zinc import ATP-binding protein ZnuC
63850at91347	Complete	4897	39297	39950	+	396.0	201	https://v10-1.orthodb.org/?query=63850at91347	3,4-dihydroxy-2-butanone 4-phosphate synthase
63936at91347	Complete	5052	3097	3726	+	325.4	180	https://v10-1.orthodb.org/?query=63936at91347	Ribosomal protein L3
64091at91347	Complete	5002	6193	6945	+	344.2	200	https://v10-1.orthodb.org/?query=64091at91347	Histidine phosphatase superfamily
64145at91347	Complete	5023	7346	7894	+	234.1	152	https://v10-1.orthodb.org/?query=64145at91347	Ribosome maturation factor RimM
64179at91347	Missing
64259at91347	Complete	5036	22696	23331	+	314.0	186	https://v10-1.orthodb.org/?query=64259at91347	Endonuclease III
64323at91347	Complete	5021	21554	22375	-	408.9	230	https://v10-1.orthodb.org/?query=64323at91347	serine O-acetyltransferase
64441at91347	Complete	5080	36042	36905	-	391.0	235	https://v10-1.orthodb.org/?query=64441at91347	rRNA (cytidine-2'-O-)-methyltransferase
64486at91347	Complete	4882	24891	25439	+	286.3	160	https://v10-1.orthodb.org/?query=64486at91347	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
64712at91347	Complete	4963	2191	3123	-	457.3	262	https://v10-1.orthodb.org/?query=64712at91347	ribosomal protein L3 N(5)-glutamine methyltransferase
64742at91347	Complete	5052	14348	14968	+	366.4	190	https://v10-1.orthodb.org/?query=64742at91347	RNA-binding S4 domain
64924at91347	Complete	4963	3291	3842	+	238.0	148	https://v10-1.orthodb.org/?query=64924at91347	Smr domain
64954at91347	Complete	4970	31182	32165	+	484.7	276	https://v10-1.orthodb.org/?query=64954at91347	Phenylalanine--tRNA ligase alpha subunit
64955at91347	Complete	5038	18371	19108	+	344.7	224	https://v10-1.orthodb.org/?query=64955at91347	1-(5-phosphoribosyl)-5-
64963at91347	Complete	4965	24097	24639	-	279.5	137	https://v10-1.orthodb.org/?query=64963at91347	4Fe-4S ferredoxin, iron-sulphur binding, conserved site
64968at91347	Complete	4987	23326	24189	+	429.7	246	https://v10-1.orthodb.org/?query=64968at91347	ATP synthase, F1 complex, gamma subunit
65110at91347	Complete	5021	66582	67205	+	332.8	193	https://v10-1.orthodb.org/?query=65110at91347	Guanylate kinase
65588at91347	Complete	4907	40892	41668	+	358.7	204	https://v10-1.orthodb.org/?query=65588at91347	Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)
65730at91347	Complete	4907	36806	37657	+	299.7	218	https://v10-1.orthodb.org/?query=65730at91347	Elongation factor Ts
65823at91347	Complete	5056	33375	33977	+	334.0	177	https://v10-1.orthodb.org/?query=65823at91347	GTP cyclohydrolase II
65824at91347	Complete	5076	33150	33695	-	275.4	149	https://v10-1.orthodb.org/?query=65824at91347	NusG, N-terminal
65961at91347	Complete	5048	44859	45479	-	288.2	171	https://v10-1.orthodb.org/?query=65961at91347	Superoxide dismutase
66051at91347	Complete	4921	14866	15489	+	346.4	175	https://v10-1.orthodb.org/?query=66051at91347	ATP-dependent Clp protease proteolytic subunit
66179at91347	Complete	4997	2832	3683	-	391.0	241	https://v10-1.orthodb.org/?query=66179at91347	4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase
66368at91347	Complete	4912	4635	5219	-	253.4	158	https://v10-1.orthodb.org/?query=66368at91347	Peptidyl-tRNA hydrolase
67100at91347	Complete	5079	43315	43833	+	307.5	152	https://v10-1.orthodb.org/?query=67100at91347	3-hydroxydecanoyl-
67418at91347	Complete	4922	55930	56460	+	292.9	154	https://v10-1.orthodb.org/?query=67418at91347	Inorganic pyrophosphatase
67457at91347	Complete	4956	74763	76661	+	772.0	489	https://v10-1.orthodb.org/?query=67457at91347	pyruvate dehydrogenase complex dihydrolipoyllysine-residue acetyltransferase
67463at91347	Complete	4962	4319	5029	+	330.0	203	https://v10-1.orthodb.org/?query=67463at91347	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
67620at91347	Complete	5031	21212	21946	-	331.3	203	https://v10-1.orthodb.org/?query=67620at91347	Short-chain dehydrogenase/reductase, conserved site
67725at91347	Complete	4975	10017	10991	-	362.6	210	https://v10-1.orthodb.org/?query=67725at91347	Signal peptidase I
68569at91347	Complete	5031	15038	15832	-	347.6	216	https://v10-1.orthodb.org/?query=68569at91347	metal-dependent hydrolase
68836at91347	Complete	5038	61090	61671	-	306.4	175	https://v10-1.orthodb.org/?query=68836at91347	dCTP deaminase
69316at91347	Complete	4934	3649	4632	+	373.4	266	https://v10-1.orthodb.org/?query=69316at91347	folate-binding protein
69788at91347	Complete	5084	94104	94859	-	296.9	214	https://v10-1.orthodb.org/?query=69788at91347	Hydroxyacylglutathione hydrolase
69849at91347	Complete	4956	58689	59309	-	262.6	178	https://v10-1.orthodb.org/?query=69849at91347	Dephospho-CoA kinase
70091at91347	Complete	4956	101274	101753	-	232.1	133	https://v10-1.orthodb.org/?query=70091at91347	7,8-Dihydro-6-hydroxymethylpterin-pyrophosphokinase, HPPK
70283at91347	Complete	5052	8583	9122	+	317.6	165	https://v10-1.orthodb.org/?query=70283at91347	Ribosomal protein L5
70738at91347	Missing
70972at91347	Complete	5052	10792	11295	+	253.1	131	https://v10-1.orthodb.org/?query=70972at91347	Ribosomal protein S5
71136at91347	Complete	4990	61659	62327	+	335.5	169	https://v10-1.orthodb.org/?query=71136at91347	GTP cyclohydrolase I
71239at91347	Complete	5056	58480	59289	+	390.3	231	https://v10-1.orthodb.org/?query=71239at91347	Tryptophan synthase alpha chain
71716at91347	Complete	4934	25130	25789	-	340.0	198	https://v10-1.orthodb.org/?query=71716at91347	Ribose-5-phosphate isomerase A
71844at91347	Complete	5063	97683	98531	-	371.8	230	https://v10-1.orthodb.org/?query=71844at91347	Bis(5'-nucleosyl)-tetraphosphatase, symmetrical
72064at91347	Complete	4901	72876	73451	-	202.6	152	https://v10-1.orthodb.org/?query=72064at91347	Lipopolysaccharide assembly, LptC-related
72076at91347	Complete	5038	17781	18371	+	269.4	167	https://v10-1.orthodb.org/?query=72076at91347	Imidazole glycerol phosphate synthase subunit HisH
72088at91347	Complete	5052	25198	26016	+	323.8	220	https://v10-1.orthodb.org/?query=72088at91347	shikimate dehydrogenase
72355at91347	Complete	5085	84041	84562	+	263.8	139	https://v10-1.orthodb.org/?query=72355at91347	Shikimate kinase 1
72356at91347	Complete	4235	32504	33148	+	279.0	163	https://v10-1.orthodb.org/?query=72356at91347	Octanoyltransferase
73023at91347	Complete	4921	13258	14556	+	529.1	377	https://v10-1.orthodb.org/?query=73023at91347	Trigger factor
73105at91347	Complete	5052	21841	22350	-	245.5	148	https://v10-1.orthodb.org/?query=73105at91347	Peptide deformylase
73130at91347	Complete	4901	103498	104442	+	376.0	248	https://v10-1.orthodb.org/?query=73130at91347	tRNA pseudouridine synthase B
73167at91347	Complete	4901	49492	49920	+	223.0	126	https://v10-1.orthodb.org/?query=73167at91347	Ribosomal protein L13
73580at91347	Complete	4901	20712	21200	+	201.6	134	https://v10-1.orthodb.org/?query=73580at91347	Rod shape-determining protein MreD
73655at91347	Complete	4970	29744	30178	+	260.0	133	https://v10-1.orthodb.org/?query=73655at91347	Translation initiation factor 3, C-terminal
73785at91347	Complete	4987	21188	21721	+	203.6	147	https://v10-1.orthodb.org/?query=73785at91347	ATP synthase subunit delta
73798at91347	Complete	5063	100729	102015	-	571.1	380	https://v10-1.orthodb.org/?query=73798at91347	Peptidyl-prolyl cis-trans isomerase, PpiC-type
74046at91347	Complete	5063	96951	97430	+	193.7	128	https://v10-1.orthodb.org/?query=74046at91347	Dihydrofolate reductase
74115at91347	Complete	5076	31857	32561	-	338.8	199	https://v10-1.orthodb.org/?query=74115at91347	Ribosomal protein L1
74209at91347	Complete	4975	20649	21338	+	353.9	199	https://v10-1.orthodb.org/?query=74209at91347	Uracil-DNA glycosylase
74260at91347	Complete	4901	87344	87820	+	244.7	137	https://v10-1.orthodb.org/?query=74260at91347	Transcription elongation factor GreA
74468at91347	Complete	5054	6034	6645	-	271.2	166	https://v10-1.orthodb.org/?query=74468at91347	outer membrane lipoprotein carrier protein LolA
74706at91347	Complete	4879	55599	56144	+	271.7	153	https://v10-1.orthodb.org/?query=74706at91347	Oligoribonuclease
74856at91347	Complete	5021	59589	60452	+	397.9	252	https://v10-1.orthodb.org/?query=74856at91347	YicC-like, N-terminal
75116at91347	Complete	4907	48105	48560	+	195.2	123	https://v10-1.orthodb.org/?query=75116at91347	beta-hydroxyacyl-ACP dehydratase
75170at91347	Complete	5052	24622	25194	+	266.7	162	https://v10-1.orthodb.org/?query=75170at91347	Threonylcarbamoyl-AMP synthase
75392at91347	Complete	4235	23094	24128	+	370.5	284	https://v10-1.orthodb.org/?query=75392at91347	DNA polymerase III subunit delta
75689at91347	Complete	4966	64302	64784	-	205.4	133	https://v10-1.orthodb.org/?query=75689at91347	SsrA-binding protein
75763at91347	Complete	5079	96592	97275	-	311.7	190	https://v10-1.orthodb.org/?query=75763at91347	Cytidylate kinase
75919at91347	Complete	4451	4820	5518	-	264.0	185	https://v10-1.orthodb.org/?query=75919at91347	Septum formation inhibitor MinC, C-terminal
75969at91347	Complete	5002	13756	14280	-	234.4	140	https://v10-1.orthodb.org/?query=75969at91347	Peptidoglycan-associated protein
75999at91347	Complete	5063	88182	89003	+	305.3	214	https://v10-1.orthodb.org/?query=75999at91347	4-hydroxy-tetrahydrodipicolinate reductase
76135at91347	Complete	4989	16112	16531	-	203.2	119	https://v10-1.orthodb.org/?query=76135at91347	NusB antitermination factor
76222at91347	Complete	4921	8771	9715	-	411.0	257	https://v10-1.orthodb.org/?query=76222at91347	Ubiquinol oxidase subunit 2
76350at91347	Complete	5021	23468	23935	-	205.5	117	https://v10-1.orthodb.org/?query=76350at91347	Protein-export protein SecB
76438at91347	Complete	4965	29721	30221	-	269.6	144	https://v10-1.orthodb.org/?query=76438at91347	NADH-quinone oxidoreductase subunit E
76441at91347	Complete	5082	73009	73653	-	279.9	179	https://v10-1.orthodb.org/?query=76441at91347	Adenylate kinase
76920at91347	Complete	4956	104148	104603	-	234.0	127	https://v10-1.orthodb.org/?query=76920at91347	Zinc finger, DksA/TraR C4-type
77060at91347	Complete	5084	96134	96874	+	365.4	206	https://v10-1.orthodb.org/?query=77060at91347	DNA polymerase III subunit epsilon
77071at91347	Complete	5082	46810	47532	+	341.8	214	https://v10-1.orthodb.org/?query=77071at91347	UDP-2,3-diacylglucosamine diphosphatase
77165at91347	Complete	5038	19860	20459	+	272.4	167	https://v10-1.orthodb.org/?query=77165at91347	Phosphoribosyl-AMP cyclohydrolase domain
77286at91347	Complete	5051	3423	3893	-	262.2	137	https://v10-1.orthodb.org/?query=77286at91347	Ribosomal protein S7 domain
77379at91347	Complete	5076	30946	31443	-	217.3	143	https://v10-1.orthodb.org/?query=77379at91347	Ribosomal protein L10
77687at91347	Complete	4907	38684	39241	+	266.7	170	https://v10-1.orthodb.org/?query=77687at91347	Ribosome-recycling factor
77782at91347	Complete	5048	35599	36129	+	260.8	143	https://v10-1.orthodb.org/?query=77782at91347	ATP-dependent protease subunit HslV
78274at91347	Complete	5085	2931	3527	-	189.5	144	https://v10-1.orthodb.org/?query=78274at91347	16S rRNA (guanine(966)-N(2))-methyltransferase
78429at91347	Complete	4980	11191	11892	+	334.3	205	https://v10-1.orthodb.org/?query=78429at91347	Pyridoxal phosphate homeostasis protein
78566at91347	Complete	5021	46041	46520	+	241.0	141	https://v10-1.orthodb.org/?query=78566at91347	pantetheine-phosphate adenylyltransferase
78786at91347	Complete	4926	8112	8744	-	268.0	171	https://v10-1.orthodb.org/?query=78786at91347	GTP binding domain
78998at91347	Complete	5052	7872	8243	+	203.6	108	https://v10-1.orthodb.org/?query=78998at91347	Ribosomal protein L14P
79018at91347	Complete	5021	50325	50783	+	184.0	124	https://v10-1.orthodb.org/?query=79018at91347	Deoxyuridine 5'-triphosphate nucleotidohydrolase
79257at91347	Complete	4962	5029	5508	+	240.4	144	https://v10-1.orthodb.org/?query=79257at91347	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase
79300at91347	Complete	4975	3714	4223	-	273.8	151	https://v10-1.orthodb.org/?query=79300at91347	tRNA-specific adenosine deaminase
79384at91347	Complete	4879	41587	42153	+	238.7	161	https://v10-1.orthodb.org/?query=79384at91347	Elongation factor P
79395at91347	Complete	5031	16844	17485	-	270.1	169	https://v10-1.orthodb.org/?query=79395at91347	Thymidylate kinase
80037at91347	Missing
80129at91347	Complete	5037	6644	7387	+	242.7	219	https://v10-1.orthodb.org/?query=80129at91347	Uncharacterised protein family UPF0259
80271at91347	Fragmented	4885	3590	4111	+	202.9	128	https://v10-1.orthodb.org/?query=80271at91347	tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex dimerization subunit type 1 TsaB
80419at91347	Complete	4989	16551	17021	-	207.9	132	https://v10-1.orthodb.org/?query=80419at91347	6,7-dimethyl-8-ribityllumazine synthase
80524at91347	Complete	5023	18778	19515	-	321.1	215	https://v10-1.orthodb.org/?query=80524at91347	Outer membrane protein assembly factor BamD
80874at91347	Duplicated	5052	9476	9868	+	246.3	129	https://v10-1.orthodb.org/?query=80874at91347	Ribosomal protein S14
80874at91347	Duplicated	5052	9137	9442	+	231.6	100	https://v10-1.orthodb.org/?query=80874at91347	Ribosomal protein S14
80956at91347	Complete	5052	3737	4342	+	284.2	167	https://v10-1.orthodb.org/?query=80956at91347	50S ribosomal protein L4
80958at91347	Complete	4901	49936	50328	+	213.9	115	https://v10-1.orthodb.org/?query=80958at91347	Ribosomal protein S5 domain 2-type fold
80962at91347	Complete	4879	88404	88853	+	197.8	125	https://v10-1.orthodb.org/?query=80962at91347	Ribosomal protein L9
80995at91347	Complete	5051	3990	4364	-	228.1	110	https://v10-1.orthodb.org/?query=80995at91347	Ribosomal protein S12, bacterial-type
81099at91347	Complete	5084	102511	103092	+	322.0	173	https://v10-1.orthodb.org/?query=81099at91347	Phosphoheptose isomerase
81206at91347	Fragmented	4965	32808	33143	-	167.9	89	https://v10-1.orthodb.org/?query=81206at91347	NADH-quinone oxidoreductase subunit A
81317at91347	Complete	5080	40047	40622	+	270.1	170	https://v10-1.orthodb.org/?query=81317at91347	BON domain
81647at91347	Complete	5079	28194	28523	+	141.6	80	https://v10-1.orthodb.org/?query=81647at91347	Sulfurtransferase
81712at91347	Complete	4987	20703	21173	+	193.9	138	https://v10-1.orthodb.org/?query=81712at91347	ATP synthase subunit b
81834at91347	Complete	5052	6851	7261	+	250.6	125	https://v10-1.orthodb.org/?query=81834at91347	Ribosomal protein L16
82202at91347	Complete	5084	95611	96078	-	206.7	120	https://v10-1.orthodb.org/?query=82202at91347	Ribonuclease H
82289at91347	Complete	4907	23598	23942	+	161.5	96	https://v10-1.orthodb.org/?query=82289at91347	Iron-sulfur cluster insertion protein ErpA
82522at91347	Complete	5052	13552	13908	+	191.0	106	https://v10-1.orthodb.org/?query=82522at91347	Ribosomal protein S13
82918at91347	Complete	4934	22295	22624	+	174.8	94	https://v10-1.orthodb.org/?query=82918at91347	Cell division protein ZapA
83088at91347	Complete	5076	32565	32993	-	193.8	116	https://v10-1.orthodb.org/?query=83088at91347	Ribosomal protein L11, C-terminal
83425at91347	Complete	5052	16024	16410	+	220.0	114	https://v10-1.orthodb.org/?query=83425at91347	Ribosomal protein L17
83959at91347	Complete	5052	2753	3064	+	217.8	98	https://v10-1.orthodb.org/?query=83959at91347	Ribosomal protein S10
84085at91347	Complete	5052	8254	8568	+	156.7	92	https://v10-1.orthodb.org/?query=84085at91347	Ribosomal protein L24
84147at91347	Complete	5031	12690	13046	-	167.4	98	https://v10-1.orthodb.org/?query=84147at91347	HIT-like domain
84552at91347	Complete	5063	82894	83394	+	249.9	162	https://v10-1.orthodb.org/?query=84552at91347	signal peptidase II
84827at91347	Complete	4987	25619	26038	+	178.1	111	https://v10-1.orthodb.org/?query=84827at91347	ATP synthase delta/epsilon subunit, C-terminal domain
84909at91347	Complete	4980	21050	21325	+	136.4	77	https://v10-1.orthodb.org/?query=84909at91347	Fe(2+)-trafficking protein
84924at91347	Complete	5079	31663	31980	+	142.3	85	https://v10-1.orthodb.org/?query=84924at91347	Hemimethylated DNA-binding domain
84938at91347	Complete	4897	29001	29384	+	162.1	105	https://v10-1.orthodb.org/?query=84938at91347	7,8-dihydroneopterin aldolase
84972at91347	Complete	4921	12598	12912	+	125.2	89	https://v10-1.orthodb.org/?query=84972at91347	BolA protein
85582at91347	Complete	4990	28831	29115	-	86.5	74	https://v10-1.orthodb.org/?query=85582at91347	Ribosomal protein L25
85777at91347	Complete	5079	94346	94633	-	134.3	76	https://v10-1.orthodb.org/?query=85777at91347	Integration host factor subunit beta
85931at91347	Complete	5052	5790	6122	+	159.8	87	https://v10-1.orthodb.org/?query=85931at91347	Ribosomal protein L22/L17
86613at91347	Complete	4901	13085	13552	-	193.2	127	https://v10-1.orthodb.org/?query=86613at91347	Biotin carboxyl carrier protein of acetyl-CoA carboxylase
86761at91347	Complete	5052	5497	5775	+	192.1	88	https://v10-1.orthodb.org/?query=86761at91347	Ribosomal protein S19, bacterial-type
86762at91347	Complete	5021	24352	24783	-	125.8	107	https://v10-1.orthodb.org/?query=86762at91347	Rhodanese-like domain
87018at91347	Complete	5051	4784	5143	-	152.8	105	https://v10-1.orthodb.org/?query=87018at91347	Protein TusC
87137at91347	Complete	4235	32136	32399	+	155.7	84	https://v10-1.orthodb.org/?query=87137at91347	Uncharacterised protein family UPF0250
87428at91347	Complete	5023	8733	9080	+	151.3	83	https://v10-1.orthodb.org/?query=87428at91347	Ribosomal protein L19
87550at91347	Complete	4235	8519	8992	+	178.4	126	https://v10-1.orthodb.org/?query=87550at91347	Endoribonuclease YbeY
87655at91347	Complete	5051	5143	5529	-	144.1	102	https://v10-1.orthodb.org/?query=87655at91347	Sulfurtransferase TusD
87813at91347	Complete	4989	24658	24990	-	149.5	85	https://v10-1.orthodb.org/?query=87813at91347	Preprotein translocase subunit YajC
87971at91347	Complete	4879	26749	27042	+	165.5	88	https://v10-1.orthodb.org/?query=87971at91347	GroES chaperonin family
87977at91347	Complete	5052	4339	4641	+	148.6	87	https://v10-1.orthodb.org/?query=87977at91347	Ribosomal protein L25/L23
88237at91347	Complete	4879	87415	87810	+	187.8	103	https://v10-1.orthodb.org/?query=88237at91347	Ribosomal protein S6
88329at91347	Complete	5023	2484	3074	+	210.1	167	https://v10-1.orthodb.org/?query=88329at91347	Protein GrpE
88478at91347	Complete	4901	82781	83092	+	141.8	87	https://v10-1.orthodb.org/?query=88478at91347	Ribosomal protein L21
88640at91347	Complete	5036	41892	42239	-	184.4	95	https://v10-1.orthodb.org/?query=88640at91347	Glutaredoxin
88866at91347	Complete	4970	30519	30875	+	187.4	99	https://v10-1.orthodb.org/?query=88866at91347	Ribosomal protein L20
89583at91347	Complete	5052	7452	7706	+	147.9	72	https://v10-1.orthodb.org/?query=89583at91347	Ribosomal protein S17/S11
89704at91347	Complete	5052	11482	11916	+	265.3	143	https://v10-1.orthodb.org/?query=89704at91347	Ribosomal protein L15
90110at91347	Complete	4901	79456	79710	+	117.2	68	https://v10-1.orthodb.org/?query=90110at91347	BolA protein
90168at91347	Complete	4451	3711	3980	-	130.5	75	https://v10-1.orthodb.org/?query=90168at91347	Cell division topological specificity factor
90346at91347	Complete	5048	30606	30818	-	137.1	64	https://v10-1.orthodb.org/?query=90346at91347	Ribosomal protein L31
90433at91347	Complete	4980	8723	9139	+	193.0	124	https://v10-1.orthodb.org/?query=90433at91347	YqgF/RNase H-like domain
90666at91347	Complete	4907	46485	46970	+	185.9	140	https://v10-1.orthodb.org/?query=90666at91347	Chaperone protein Skp
90759at91347	Complete	4970	34573	34872	+	181.0	90	https://v10-1.orthodb.org/?query=90759at91347	Integration host factor subunit alpha
91012at91347	Complete	4463	1986	2204	+	134.0	58	https://v10-1.orthodb.org/?query=91012at91347	RNA-binding domain, S1
91468at91347	Complete	5082	76467	76799	-	131.5	77	https://v10-1.orthodb.org/?query=91468at91347	Nucleoid-associated protein YbaB/EbfC family
91936at91347	Complete	4921	5830	6159	-	139.6	91	https://v10-1.orthodb.org/?query=91936at91347	cytochrome o ubiquinol oxidase subunit IV
91994at91347	Complete	4987	49190	49516	-	119.6	82	https://v10-1.orthodb.org/?query=91994at91347	Ribonuclease P
92123at91347	Missing
92226at91347	Complete	5021	47842	48078	-	139.8	64	https://v10-1.orthodb.org/?query=92226at91347	Ribosomal protein L28/L24
92241at91347	Complete	4901	83113	83370	+	147.4	73	https://v10-1.orthodb.org/?query=92241at91347	Ribosomal protein L27
92685at91347	Complete	4897	19656	19871	-	135.8	58	https://v10-1.orthodb.org/?query=92685at91347	Ribosomal protein S21
