# BUSCO version is: 5.5.0 
# The lineage dataset is: enterobacterales_odb10 (Creation date: 2024-01-08, number of genomes: 212, number of BUSCOs: 440)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
43106at91347	Complete	NODE_4_length_362292_cov_18.613426	136701	137747	-	476.8	289	https://v10-1.orthodb.org/?query=43106at91347	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
43407at91347	Complete	NODE_12_length_172642_cov_15.782778	96448	97569	-	672.7	337	https://v10-1.orthodb.org/?query=43407at91347	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase
43441at91347	Complete	NODE_26_length_76564_cov_16.505262	37928	38881	-	476.1	272	https://v10-1.orthodb.org/?query=43441at91347	3-oxoacyl-
43537at91347	Complete	NODE_18_length_127507_cov_21.938837	108453	110198	+	765.1	484	https://v10-1.orthodb.org/?query=43537at91347	DNA primase
43538at91347	Complete	NODE_18_length_127507_cov_21.938837	10776	11726	+	421.9	262	https://v10-1.orthodb.org/?query=43538at91347	Glutathione synthetase
43976at91347	Complete	NODE_14_length_164446_cov_17.477931	80123	81235	-	621.7	326	https://v10-1.orthodb.org/?query=43976at91347	Probable peptidoglycan glycosyltransferase FtsW/RodA
44171at91347	Complete	NODE_2_length_391047_cov_19.755511	70788	71849	+	484.7	294	https://v10-1.orthodb.org/?query=44171at91347	Histidinol-phosphate aminotransferase
44707at91347	Complete	NODE_5_length_245832_cov_18.562804	159688	160587	+	400.1	245	https://v10-1.orthodb.org/?query=44707at91347	Polyprenyl synthetase
44837at91347	Complete	NODE_17_length_146373_cov_17.419007	134166	135449	-	630.0	364	https://v10-1.orthodb.org/?query=44837at91347	3-phosphoshikimate 1-carboxyvinyltransferase
45215at91347	Complete	NODE_29_length_62724_cov_18.210321	54307	55581	+	570.9	353	https://v10-1.orthodb.org/?query=45215at91347	Tyrosine--tRNA ligase
46153at91347	Complete	NODE_4_length_362292_cov_18.613426	155587	156678	+	609.7	323	https://v10-1.orthodb.org/?query=46153at91347	3-isopropylmalate dehydrogenase
46419at91347	Complete	NODE_13_length_168725_cov_21.080155	101611	102873	-	579.3	309	https://v10-1.orthodb.org/?query=46419at91347	Protein HflK
46906at91347	Complete	NODE_14_length_164446_cov_17.477931	99630	100577	-	434.0	244	https://v10-1.orthodb.org/?query=46906at91347	Transporter-associated domain
46945at91347	Complete	NODE_5_length_245832_cov_18.562804	142786	143673	+	376.3	247	https://v10-1.orthodb.org/?query=46945at91347	Protoheme IX farnesyltransferase
46977at91347	Complete	NODE_3_length_371046_cov_18.530575	82733	83839	-	515.6	305	https://v10-1.orthodb.org/?query=46977at91347	Aspartate-semialdehyde dehydrogenase
47034at91347	Complete	NODE_21_length_100685_cov_19.804688	72383	73753	-	658.0	393	https://v10-1.orthodb.org/?query=47034at91347	Hexapeptide repeat
47740at91347	Complete	NODE_9_length_193741_cov_18.504183	177210	177977	+	369.0	216	https://v10-1.orthodb.org/?query=47740at91347	tRNA (guanine-N1-)-methyltransferase, bacteria
47842at91347	Complete	NODE_18_length_127507_cov_21.938837	23704	24762	+	449.8	286	https://v10-1.orthodb.org/?query=47842at91347	A/G-specific adenine glycosylase
48197at91347	Complete	NODE_2_length_391047_cov_19.755511	341715	342983	-	560.0	359	https://v10-1.orthodb.org/?query=48197at91347	Mur ligase, C-terminal
48208at91347	Complete	NODE_3_length_371046_cov_18.530575	111226	112080	-	487.1	246	https://v10-1.orthodb.org/?query=48208at91347	RNA polymerase sigma factor RpoH
48224at91347	Complete	NODE_23_length_86473_cov_18.877633	42269	43225	-	438.6	268	https://v10-1.orthodb.org/?query=48224at91347	Porphobilinogen deaminase
48740at91347	Complete	NODE_2_length_391047_cov_19.755511	343059	344042	-	550.6	268	https://v10-1.orthodb.org/?query=48740at91347	Acetyl-CoA carboxylase
49226at91347	Complete	NODE_19_length_114059_cov_20.720596	22933	23781	-	417.6	244	https://v10-1.orthodb.org/?query=49226at91347	Dihydropteroate synthase
49244at91347	Complete	NODE_18_length_127507_cov_21.938837	106875	107888	-	482.8	279	https://v10-1.orthodb.org/?query=49244at91347	tRNA N6-adenosine threonylcarbamoyltransferase
49282at91347	Complete	NODE_19_length_114059_cov_20.720596	94216	95208	-	501.9	286	https://v10-1.orthodb.org/?query=49282at91347	Rod shape-determining protein MreC
49349at91347	Complete	NODE_26_length_76564_cov_16.505262	41711	42706	-	483.7	277	https://v10-1.orthodb.org/?query=49349at91347	Pseudouridine synthase
49353at91347	Complete	NODE_13_length_168725_cov_21.080155	100604	101608	-	517.7	284	https://v10-1.orthodb.org/?query=49353at91347	Protein HflC
49743at91347	Complete	NODE_30_length_56469_cov_15.087583	32348	33430	-	520.9	305	https://v10-1.orthodb.org/?query=49743at91347	Peptide chain release factor 1
49804at91347	Complete	NODE_4_length_362292_cov_18.613426	10029	11342	-	375.7	302	https://v10-1.orthodb.org/?query=49804at91347	tRNA(Ile)-lysidine synthase
50042at91347	Complete	NODE_4_length_362292_cov_18.613426	195429	196418	+	438.1	269	https://v10-1.orthodb.org/?query=50042at91347	4-hydroxythreonine-4-phosphate dehydrogenase
50332at91347	Complete	NODE_13_length_168725_cov_21.080155	94551	95282	-	374.7	219	https://v10-1.orthodb.org/?query=50332at91347	23S rRNA (guanosine-2'-O-)-methyltransferase RlmB
50585at91347	Complete	NODE_3_length_371046_cov_18.530575	57526	58299	-	275.1	197	https://v10-1.orthodb.org/?query=50585at91347	Pimeloyl-
51115at91347	Complete	NODE_4_length_362292_cov_18.613426	14099	15058	-	534.4	280	https://v10-1.orthodb.org/?query=51115at91347	Acetyl-CoA carboxylase, alpha subunit
51202at91347	Complete	NODE_21_length_100685_cov_19.804688	80125	80940	-	412.2	234	https://v10-1.orthodb.org/?query=51202at91347	ATP synthase subunit a
51348at91347	Complete	NODE_17_length_146373_cov_17.419007	135523	136611	-	546.8	320	https://v10-1.orthodb.org/?query=51348at91347	Pyridoxal phosphate-dependent transferase
52122at91347	Complete	NODE_3_length_371046_cov_18.530575	312755	313522	+	350.0	217	https://v10-1.orthodb.org/?query=52122at91347	Triosephosphate isomerase
52324at91347	Complete	NODE_19_length_114059_cov_20.720596	42573	43298	+	354.1	197	https://v10-1.orthodb.org/?query=52324at91347	ABC transporter ATP-binding protein
52332at91347	Complete	NODE_36_length_26222_cov_25.452209	3804	4625	+	452.0	238	https://v10-1.orthodb.org/?query=52332at91347	Ribosomal protein L2
52475at91347	Complete	NODE_11_length_174078_cov_17.257407	112278	113597	-	530.3	336	https://v10-1.orthodb.org/?query=52475at91347	Opacity-associated protein A
52476at91347	Complete	NODE_21_length_100685_cov_19.804688	53434	54798	+	565.5	372	https://v10-1.orthodb.org/?query=52476at91347	tRNA modification GTPase MnmE
52566at91347	Complete	NODE_11_length_174078_cov_17.257407	56472	57284	+	451.7	240	https://v10-1.orthodb.org/?query=52566at91347	Site-determining protein
52719at91347	Complete	NODE_4_length_362292_cov_18.613426	137768	139042	-	576.3	333	https://v10-1.orthodb.org/?query=52719at91347	Probable peptidoglycan glycosyltransferase FtsW
52925at91347	Complete	NODE_4_length_362292_cov_18.613426	27132	27914	-	291.4	203	https://v10-1.orthodb.org/?query=52925at91347	Phosphatidate cytidylyltransferase
52934at91347	Complete	NODE_53_length_4123_cov_23.253584	1845	2807	-	421.1	279	https://v10-1.orthodb.org/?query=52934at91347	Biotin--acetyl-CoA-carboxylase ligase
53222at91347	Complete	NODE_12_length_172642_cov_15.782778	59601	60479	-	451.1	252	https://v10-1.orthodb.org/?query=53222at91347	4-hydroxy-tetrahydrodipicolinate synthase
53308at91347	Complete	NODE_6_length_224352_cov_18.666855	29295	30032	-	367.9	208	https://v10-1.orthodb.org/?query=53308at91347	Orotidine 5'-phosphate decarboxylase
53337at91347	Complete	NODE_4_length_362292_cov_18.613426	20318	21106	-	445.3	225	https://v10-1.orthodb.org/?query=53337at91347	Acyl-
54184at91347	Complete	NODE_13_length_168725_cov_21.080155	115518	116480	+	472.8	264	https://v10-1.orthodb.org/?query=54184at91347	Phosphatidylserine decarboxylase
54310at91347	Complete	NODE_53_length_4123_cov_23.253584	2804	3832	-	445.9	293	https://v10-1.orthodb.org/?query=54310at91347	UDP-N-acetylenolpyruvoylglucosamine reductase
54393at91347	Complete	NODE_5_length_245832_cov_18.562804	42466	43332	+	418.6	244	https://v10-1.orthodb.org/?query=54393at91347	Tetrahydrofolate dehydrogenase/cyclohydrolase
54756at91347	Complete	NODE_36_length_26222_cov_25.452209	5285	5983	+	361.8	184	https://v10-1.orthodb.org/?query=54756at91347	K Homology domain
55352at91347	Complete	NODE_12_length_172642_cov_15.782778	151377	152057	-	368.5	201	https://v10-1.orthodb.org/?query=55352at91347	Ribonuclease III
55368at91347	Complete	NODE_4_length_362292_cov_18.613426	233088	234017	-	449.4	260	https://v10-1.orthodb.org/?query=55368at91347	Homoserine kinase
56003at91347	Complete	NODE_12_length_172642_cov_15.782778	52431	53558	+	513.6	320	https://v10-1.orthodb.org/?query=56003at91347	Succinyl-diaminopimelate desuccinylase
56018at91347	Complete	NODE_18_length_127507_cov_21.938837	70147	70884	-	343.2	206	https://v10-1.orthodb.org/?query=56018at91347	1-acyl-sn-glycerol-3-phosphate acyltransferase
56094at91347	Complete	NODE_4_length_362292_cov_18.613426	31137	31862	-	337.8	199	https://v10-1.orthodb.org/?query=56094at91347	Uridylate kinase
56156at91347	Complete	NODE_4_length_362292_cov_18.613426	43505	44203	+	298.3	198	https://v10-1.orthodb.org/?query=56156at91347	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
56250at91347	Complete	NODE_36_length_26222_cov_25.452209	20024	20971	-	398.9	269	https://v10-1.orthodb.org/?query=56250at91347	Methionyl-tRNA formyltransferase
56253at91347	Complete	NODE_22_length_94244_cov_19.699821	72858	73745	+	486.4	266	https://v10-1.orthodb.org/?query=56253at91347	Methylenetetrahydrofolate reductase
56258at91347	Complete	NODE_4_length_362292_cov_18.613426	196415	197236	+	345.3	226	https://v10-1.orthodb.org/?query=56258at91347	16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))- dimethyltransferase
56387at91347	Complete	NODE_4_length_362292_cov_18.613426	146410	147351	-	418.4	264	https://v10-1.orthodb.org/?query=56387at91347	S-adenosyl-L-methionine-dependent methyltransferase
56477at91347	Complete	NODE_4_length_362292_cov_18.613426	32984	33709	-	443.1	207	https://v10-1.orthodb.org/?query=56477at91347	Ribosomal protein S2
56763at91347	Complete	NODE_2_length_391047_cov_19.755511	344851	345663	-	402.6	227	https://v10-1.orthodb.org/?query=56763at91347	tRNA pseudouridine synthase A
56764at91347	Complete	NODE_9_length_193741_cov_18.504183	188965	189945	+	457.8	263	https://v10-1.orthodb.org/?query=56764at91347	Pseudouridine synthase
56819at91347	Complete	NODE_12_length_172642_cov_15.782778	148983	149714	-	381.2	218	https://v10-1.orthodb.org/?query=56819at91347	Pyridoxine 5'-phosphate synthase
56917at91347	Complete	NODE_13_length_168725_cov_21.080155	104696	105646	-	469.5	262	https://v10-1.orthodb.org/?query=56917at91347	tRNA dimethylallyltransferase
57147at91347	Complete	NODE_14_length_164446_cov_17.477931	150988	152214	+	588.5	379	https://v10-1.orthodb.org/?query=57147at91347	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex
57151at91347	Complete	NODE_26_length_76564_cov_16.505262	30867	31871	-	288.0	236	https://v10-1.orthodb.org/?query=57151at91347	DNA polymerase III subunit delta
57831at91347	Complete	NODE_3_length_371046_cov_18.530575	289822	290463	-	266.4	166	https://v10-1.orthodb.org/?query=57831at91347	Orotate phosphoribosyltransferase
58196at91347	Complete	NODE_3_length_371046_cov_18.530575	30562	31239	-	365.2	204	https://v10-1.orthodb.org/?query=58196at91347	Ribulose-phosphate 3-epimerase
58439at91347	Complete	NODE_19_length_114059_cov_20.720596	25909	26538	-	279.3	175	https://v10-1.orthodb.org/?query=58439at91347	Ribosomal RNA large subunit methyltransferase E
58494at91347	Complete	NODE_3_length_371046_cov_18.530575	310755	311501	+	322.3	216	https://v10-1.orthodb.org/?query=58494at91347	ferredoxin--NADP(+) reductase
58562at91347	Complete	NODE_4_length_362292_cov_18.613426	205543	206691	-	581.2	327	https://v10-1.orthodb.org/?query=58562at91347	carbamoyl-phosphate synthase small subunit
58706at91347	Complete	NODE_4_length_362292_cov_18.613426	141437	142795	-	543.1	362	https://v10-1.orthodb.org/?query=58706at91347	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
58708at91347	Complete	NODE_8_length_195173_cov_17.201362	182543	183538	-	502.7	279	https://v10-1.orthodb.org/?query=58708at91347	Pyridine nucleotide-disulphide oxidoreductase, class-II
59634at91347	Complete	NODE_18_length_127507_cov_21.938837	22848	23567	-	309.0	200	https://v10-1.orthodb.org/?query=59634at91347	tRNA (guanine-N(7)-)-methyltransferase
59851at91347	Complete	NODE_29_length_62724_cov_18.210321	40863	41510	-	376.8	192	https://v10-1.orthodb.org/?query=59851at91347	Ribonuclease T
60543at91347	Complete	NODE_9_length_193741_cov_18.504183	170765	171643	-	412.1	246	https://v10-1.orthodb.org/?query=60543at91347	NAD kinase
60900at91347	Complete	NODE_4_length_362292_cov_18.613426	37578	38402	+	395.3	210	https://v10-1.orthodb.org/?query=60900at91347	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase
60967at91347	Complete	NODE_3_length_371046_cov_18.530575	59071	59646	+	240.6	165	https://v10-1.orthodb.org/?query=60967at91347	Fe/S biogenesis protein NfuA
61400at91347	Complete	NODE_29_length_62724_cov_18.210321	30620	31255	+	298.3	180	https://v10-1.orthodb.org/?query=61400at91347	Lumazine-binding domain
61409at91347	Complete	NODE_23_length_86473_cov_18.877633	41532	42272	-	268.4	200	https://v10-1.orthodb.org/?query=61409at91347	Uroporphyrinogen-III synthase
61434at91347	Complete	NODE_17_length_146373_cov_17.419007	123557	124303	-	345.7	207	https://v10-1.orthodb.org/?query=61434at91347	3-deoxy-manno-octulosonate cytidylyltransferase
61690at91347	Complete	NODE_23_length_86473_cov_18.877633	46960	47784	+	341.7	220	https://v10-1.orthodb.org/?query=61690at91347	Diaminopimelate epimerase
62284at91347	Complete	NODE_5_length_245832_cov_18.562804	141834	142445	+	244.4	160	https://v10-1.orthodb.org/?query=62284at91347	Cytochrome o ubiquinol oxidase subunit III
62379at91347	Complete	NODE_2_length_391047_cov_19.755511	74222	74998	+	430.9	234	https://v10-1.orthodb.org/?query=62379at91347	Imidazole glycerol phosphate synthase subunit HisF
62466at91347	Complete	NODE_30_length_56469_cov_15.087583	30292	31104	-	382.1	238	https://v10-1.orthodb.org/?query=62466at91347	Protein SirB1, N-terminal
62648at91347	Complete	NODE_2_length_391047_cov_19.755511	315827	316501	-	374.0	169	https://v10-1.orthodb.org/?query=62648at91347	NADH-quinone oxidoreductase subunit B
62655at91347	Complete	NODE_30_length_56469_cov_15.087583	41913	43004	+	453.7	280	https://v10-1.orthodb.org/?query=62655at91347	Ribosome-binding ATPase YchF
63025at91347	Complete	NODE_4_length_362292_cov_18.613426	267699	268727	+	414.6	276	https://v10-1.orthodb.org/?query=63025at91347	Methyltransferase small domain
63042at91347	Complete	NODE_11_length_174078_cov_17.257407	114636	115388	+	387.1	220	https://v10-1.orthodb.org/?query=63042at91347	Zinc import ATP-binding protein ZnuC
63850at91347	Complete	NODE_18_length_127507_cov_21.938837	88040	88693	-	396.0	201	https://v10-1.orthodb.org/?query=63850at91347	3,4-dihydroxy-2-butanone 4-phosphate synthase
63936at91347	Complete	NODE_36_length_26222_cov_25.452209	2242	2871	+	325.4	180	https://v10-1.orthodb.org/?query=63936at91347	Ribosomal protein L3
64091at91347	Complete	NODE_8_length_195173_cov_17.201362	5262	6014	-	344.2	200	https://v10-1.orthodb.org/?query=64091at91347	Histidine phosphatase superfamily
64145at91347	Complete	NODE_9_length_193741_cov_18.504183	176630	177178	+	234.1	152	https://v10-1.orthodb.org/?query=64145at91347	Ribosome maturation factor RimM
64179at91347	Complete	NODE_14_length_164446_cov_17.477931	136193	136936	+	319.0	195	https://v10-1.orthodb.org/?query=64179at91347	GTP cyclohydrolase 1 type 2/Nif3
64259at91347	Complete	NODE_29_length_62724_cov_18.210321	59376	60011	-	314.0	186	https://v10-1.orthodb.org/?query=64259at91347	Endonuclease III
64323at91347	Complete	NODE_3_length_371046_cov_18.530575	258771	259592	-	408.9	230	https://v10-1.orthodb.org/?query=64323at91347	serine O-acetyltransferase
64441at91347	Complete	NODE_25_length_77460_cov_18.623121	68440	69303	-	391.0	235	https://v10-1.orthodb.org/?query=64441at91347	rRNA (cytidine-2'-O-)-methyltransferase
64486at91347	Complete	NODE_11_length_174078_cov_17.257407	148998	149546	-	286.3	160	https://v10-1.orthodb.org/?query=64486at91347	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
64712at91347	Complete	NODE_2_length_391047_cov_19.755511	357489	358421	-	457.3	262	https://v10-1.orthodb.org/?query=64712at91347	ribosomal protein L3 N(5)-glutamine methyltransferase
64742at91347	Complete	NODE_36_length_26222_cov_25.452209	13493	14113	+	366.4	190	https://v10-1.orthodb.org/?query=64742at91347	RNA-binding S4 domain
64924at91347	Complete	NODE_2_length_391047_cov_19.755511	358589	359140	+	238.0	148	https://v10-1.orthodb.org/?query=64924at91347	Smr domain
64954at91347	Complete	NODE_16_length_157941_cov_15.491664	126161	127144	-	484.7	276	https://v10-1.orthodb.org/?query=64954at91347	Phenylalanine--tRNA ligase alpha subunit
64955at91347	Complete	NODE_2_length_391047_cov_19.755511	73503	74240	+	344.7	224	https://v10-1.orthodb.org/?query=64955at91347	1-(5-phosphoribosyl)-5-
64963at91347	Complete	NODE_2_length_391047_cov_19.755511	307805	308347	-	279.5	137	https://v10-1.orthodb.org/?query=64963at91347	4Fe-4S ferredoxin, iron-sulphur binding, conserved site
64968at91347	Complete	NODE_21_length_100685_cov_19.804688	76299	77162	-	429.7	246	https://v10-1.orthodb.org/?query=64968at91347	ATP synthase, F1 complex, gamma subunit
65110at91347	Complete	NODE_3_length_371046_cov_18.530575	303672	304295	+	332.8	193	https://v10-1.orthodb.org/?query=65110at91347	Guanylate kinase
65588at91347	Complete	NODE_4_length_362292_cov_18.613426	28002	28778	-	358.7	204	https://v10-1.orthodb.org/?query=65588at91347	Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)
65730at91347	Complete	NODE_4_length_362292_cov_18.613426	32013	32864	-	299.7	218	https://v10-1.orthodb.org/?query=65730at91347	Elongation factor Ts
65823at91347	Complete	NODE_6_length_224352_cov_18.666855	32775	33377	+	334.0	177	https://v10-1.orthodb.org/?query=65823at91347	GTP cyclohydrolase II
65824at91347	Complete	NODE_34_length_34393_cov_18.824950	842	1387	+	275.4	149	https://v10-1.orthodb.org/?query=65824at91347	NusG, N-terminal
65961at91347	Complete	NODE_22_length_94244_cov_19.699821	49257	49877	+	288.2	171	https://v10-1.orthodb.org/?query=65961at91347	Superoxide dismutase
66051at91347	Complete	NODE_5_length_245832_cov_18.562804	133115	133738	-	346.4	175	https://v10-1.orthodb.org/?query=66051at91347	ATP-dependent Clp protease proteolytic subunit
66179at91347	Complete	NODE_30_length_56469_cov_15.087583	35608	36459	+	391.0	241	https://v10-1.orthodb.org/?query=66179at91347	4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase
66368at91347	Complete	NODE_30_length_56469_cov_15.087583	41211	41795	+	253.4	158	https://v10-1.orthodb.org/?query=66368at91347	Peptidyl-tRNA hydrolase
67100at91347	Complete	NODE_17_length_146373_cov_17.419007	80031	80549	+	307.5	152	https://v10-1.orthodb.org/?query=67100at91347	3-hydroxydecanoyl-
67418at91347	Complete	NODE_13_length_168725_cov_21.080155	55992	56522	+	292.9	154	https://v10-1.orthodb.org/?query=67418at91347	Inorganic pyrophosphatase
67457at91347	Complete	NODE_4_length_362292_cov_18.613426	106931	108829	-	772.0	489	https://v10-1.orthodb.org/?query=67457at91347	pyruvate dehydrogenase complex dihydrolipoyllysine-residue acetyltransferase
67463at91347	Complete	NODE_24_length_82793_cov_16.880446	68213	68923	+	330.0	203	https://v10-1.orthodb.org/?query=67463at91347	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
67620at91347	Complete	NODE_26_length_76564_cov_16.505262	36236	36970	-	331.3	203	https://v10-1.orthodb.org/?query=67620at91347	Short-chain dehydrogenase/reductase, conserved site
67725at91347	Complete	NODE_12_length_172642_cov_15.782778	152307	153281	-	362.6	210	https://v10-1.orthodb.org/?query=67725at91347	Signal peptidase I
68569at91347	Complete	NODE_26_length_76564_cov_16.505262	30062	30856	-	347.6	216	https://v10-1.orthodb.org/?query=68569at91347	metal-dependent hydrolase
68836at91347	Complete	NODE_2_length_391047_cov_19.755511	116235	116816	-	306.4	175	https://v10-1.orthodb.org/?query=68836at91347	dCTP deaminase
69316at91347	Complete	NODE_7_length_201135_cov_19.102095	171255	172238	+	373.4	266	https://v10-1.orthodb.org/?query=69316at91347	folate-binding protein
69788at91347	Complete	NODE_20_length_103426_cov_23.729925	6676	7431	-	296.9	214	https://v10-1.orthodb.org/?query=69788at91347	Hydroxyacylglutathione hydrolase
69849at91347	Complete	NODE_4_length_362292_cov_18.613426	124283	124903	+	262.6	178	https://v10-1.orthodb.org/?query=69849at91347	Dephospho-CoA kinase
70091at91347	Complete	NODE_4_length_362292_cov_18.613426	81739	82218	+	232.1	133	https://v10-1.orthodb.org/?query=70091at91347	7,8-Dihydro-6-hydroxymethylpterin-pyrophosphokinase, HPPK
70283at91347	Complete	NODE_36_length_26222_cov_25.452209	7728	8267	+	317.6	165	https://v10-1.orthodb.org/?query=70283at91347	Ribosomal protein L5
70738at91347	Complete	NODE_30_length_56469_cov_15.087583	31500	32348	-	290.8	214	https://v10-1.orthodb.org/?query=70738at91347	Release factor glutamine methyltransferase
70972at91347	Complete	NODE_36_length_26222_cov_25.452209	9937	10440	+	253.1	131	https://v10-1.orthodb.org/?query=70972at91347	Ribosomal protein S5
71136at91347	Complete	NODE_2_length_391047_cov_19.755511	197947	198615	-	335.5	169	https://v10-1.orthodb.org/?query=71136at91347	GTP cyclohydrolase I
71239at91347	Complete	NODE_6_length_224352_cov_18.666855	57880	58689	+	390.3	231	https://v10-1.orthodb.org/?query=71239at91347	Tryptophan synthase alpha chain
71716at91347	Complete	NODE_7_length_201135_cov_19.102095	192749	193408	-	340.0	198	https://v10-1.orthodb.org/?query=71716at91347	Ribose-5-phosphate isomerase A
71844at91347	Complete	NODE_4_length_362292_cov_18.613426	197621	198469	+	371.8	230	https://v10-1.orthodb.org/?query=71844at91347	Bis(5'-nucleosyl)-tetraphosphatase, symmetrical
72064at91347	Complete	NODE_19_length_114059_cov_20.720596	41477	42052	+	202.6	152	https://v10-1.orthodb.org/?query=72064at91347	Lipopolysaccharide assembly, LptC-related
72076at91347	Complete	NODE_2_length_391047_cov_19.755511	72913	73503	+	269.4	167	https://v10-1.orthodb.org/?query=72076at91347	Imidazole glycerol phosphate synthase subunit HisH
72088at91347	Complete	NODE_36_length_26222_cov_25.452209	24343	25161	+	323.8	220	https://v10-1.orthodb.org/?query=72088at91347	shikimate dehydrogenase
72355at91347	Complete	NODE_3_length_371046_cov_18.530575	34684	35205	-	263.8	139	https://v10-1.orthodb.org/?query=72355at91347	Shikimate kinase 1
72356at91347	Complete	NODE_14_length_164446_cov_17.477931	76500	77144	-	279.0	163	https://v10-1.orthodb.org/?query=72356at91347	Octanoyltransferase
73023at91347	Complete	NODE_5_length_245832_cov_18.562804	134048	135346	-	529.1	377	https://v10-1.orthodb.org/?query=73023at91347	Trigger factor
73105at91347	Complete	NODE_36_length_26222_cov_25.452209	20986	21495	-	245.5	148	https://v10-1.orthodb.org/?query=73105at91347	Peptide deformylase
73130at91347	Complete	NODE_19_length_114059_cov_20.720596	10602	11546	-	376.0	248	https://v10-1.orthodb.org/?query=73130at91347	tRNA pseudouridine synthase B
73167at91347	Complete	NODE_19_length_114059_cov_20.720596	65008	65436	-	223.0	126	https://v10-1.orthodb.org/?query=73167at91347	Ribosomal protein L13
73580at91347	Complete	NODE_19_length_114059_cov_20.720596	93728	94216	-	201.6	134	https://v10-1.orthodb.org/?query=73580at91347	Rod shape-determining protein MreD
73655at91347	Complete	NODE_16_length_157941_cov_15.491664	128148	128582	-	260.0	133	https://v10-1.orthodb.org/?query=73655at91347	Translation initiation factor 3, C-terminal
73785at91347	Complete	NODE_21_length_100685_cov_19.804688	78767	79300	-	203.6	147	https://v10-1.orthodb.org/?query=73785at91347	ATP synthase subunit delta
73798at91347	Complete	NODE_4_length_362292_cov_18.613426	194137	195423	+	571.1	380	https://v10-1.orthodb.org/?query=73798at91347	Peptidyl-prolyl cis-trans isomerase, PpiC-type
74046at91347	Complete	NODE_4_length_362292_cov_18.613426	198722	199201	-	193.7	128	https://v10-1.orthodb.org/?query=74046at91347	Dihydrofolate reductase
74115at91347	Complete	NODE_34_length_34393_cov_18.824950	1976	2680	+	338.8	199	https://v10-1.orthodb.org/?query=74115at91347	Ribosomal protein L1
74209at91347	Complete	NODE_12_length_172642_cov_15.782778	162939	163628	+	353.9	199	https://v10-1.orthodb.org/?query=74209at91347	Uracil-DNA glycosylase
74260at91347	Complete	NODE_19_length_114059_cov_20.720596	27108	27584	-	244.7	137	https://v10-1.orthodb.org/?query=74260at91347	Transcription elongation factor GreA
74468at91347	Complete	NODE_8_length_195173_cov_17.201362	188978	189589	+	271.2	166	https://v10-1.orthodb.org/?query=74468at91347	outer membrane lipoprotein carrier protein LolA
74706at91347	Complete	NODE_13_length_168725_cov_21.080155	113656	114201	-	271.7	153	https://v10-1.orthodb.org/?query=74706at91347	Oligoribonuclease
74856at91347	Complete	NODE_3_length_371046_cov_18.530575	296679	297542	+	397.9	252	https://v10-1.orthodb.org/?query=74856at91347	YicC-like, N-terminal
75116at91347	Complete	NODE_4_length_362292_cov_18.613426	21110	21565	-	195.2	123	https://v10-1.orthodb.org/?query=75116at91347	beta-hydroxyacyl-ACP dehydratase
75170at91347	Complete	NODE_36_length_26222_cov_25.452209	23767	24339	+	266.7	162	https://v10-1.orthodb.org/?query=75170at91347	Threonylcarbamoyl-AMP synthase
75392at91347	Complete	NODE_14_length_164446_cov_17.477931	85520	86554	-	370.5	284	https://v10-1.orthodb.org/?query=75392at91347	DNA polymerase III subunit delta
75689at91347	Complete	NODE_9_length_193741_cov_18.504183	167112	167594	-	205.4	133	https://v10-1.orthodb.org/?query=75689at91347	SsrA-binding protein
75763at91347	Complete	NODE_17_length_146373_cov_17.419007	133308	133991	-	311.7	190	https://v10-1.orthodb.org/?query=75763at91347	Cytidylate kinase
75919at91347	Complete	NODE_11_length_174078_cov_17.257407	55750	56448	+	264.0	185	https://v10-1.orthodb.org/?query=75919at91347	Septum formation inhibitor MinC, C-terminal
75969at91347	Complete	NODE_14_length_164446_cov_17.477931	162880	163404	+	234.4	140	https://v10-1.orthodb.org/?query=75969at91347	Peptidoglycan-associated protein
75999at91347	Complete	NODE_4_length_362292_cov_18.613426	207149	207970	-	305.3	214	https://v10-1.orthodb.org/?query=75999at91347	4-hydroxy-tetrahydrodipicolinate reductase
76135at91347	Complete	NODE_5_length_245832_cov_18.562804	165088	165507	-	203.2	119	https://v10-1.orthodb.org/?query=76135at91347	NusB antitermination factor
76222at91347	Complete	NODE_5_length_245832_cov_18.562804	138889	139833	+	411.0	257	https://v10-1.orthodb.org/?query=76222at91347	Ubiquinol oxidase subunit 2
76350at91347	Complete	NODE_3_length_371046_cov_18.530575	260685	261152	-	205.5	117	https://v10-1.orthodb.org/?query=76350at91347	Protein-export protein SecB
